file_path,pdf_folder,dbscan_cluster
../Data/images\RSF8\page_009.png,RSF8,0
../Data/images\RSF8\page_010.png,RSF8,0
../Data/images\RSF8\page_011.png,RSF8,0
../Data/images\RSF8\page_012.png,RSF8,0
../Data/images\RSF8\page_013.png,RSF8,0
../Data/images\RSF8\page_014.png,RSF8,0
../Data/images\RSF8\page_015.png,RSF8,0
../Data/images\RSF8\page_016.png,RSF8,0
../Data/images\RSF8\page_017.png,RSF8,0
../Data/images\RSF8\page_018.png,RSF8,0
../Data/images\RSF8\page_019.png,RSF8,0
../Data/images\RSF8\page_020.png,RSF8,0
../Data/images\RSF8\page_021.png,RSF8,0
../Data/images\RSF8\page_022.png,RSF8,0
../Data/images\RSF8\page_023.png,RSF8,0
../Data/images\RSF8\page_024.png,RSF8,0
../Data/images\RSF8\page_025.png,RSF8,0
../Data/images\RSF8\page_026.png,RSF8,0
../Data/images\RSF8\page_027.png,RSF8,0
../Data/images\RSF8\page_028.png,RSF8,0
../Data/images\RSF8\page_029.png,RSF8,0
../Data/images\RSF8\page_030.png,RSF8,0
../Data/images\RSF8\page_031.png,RSF8,0
../Data/images\RSF8\page_032.png,RSF8,0
../Data/images\RSF8\page_033.png,RSF8,0
../Data/images\RSF8\page_034.png,RSF8,0
../Data/images\RSF8\page_035.png,RSF8,0
../Data/images\RSF8\page_036.png,RSF8,0
../Data/images\RSF8\page_037.png,RSF8,0
../Data/images\RSF8\page_038.png,RSF8,0
../Data/images\RSF8\page_039.png,RSF8,0
../Data/images\RSF8\page_040.png,RSF8,-1
../Data/images\RSF8\page_041.png,RSF8,0
../Data/images\RSF8\page_042.png,RSF8,0
