file_path,pdf_folder,umap_x,umap_y
../Data/images\FS19\page_044.png,FS19,14.498258,-11.800535
../Data/images\FS19\page_045.png,FS19,6.169752,-12.472157
../Data/images\FS19\page_046.png,FS19,6.229505,-12.482632
../Data/images\FS19\page_047.png,FS19,13.047563,-12.530613
../Data/images\FS19\page_048.png,FS19,13.498597,-12.629317
../Data/images\FS19\page_049.png,FS19,6.1658583,-12.591082
../Data/images\FS19\page_050.png,FS19,5.8567853,-12.81075
../Data/images\FS19\page_051.png,FS19,13.001096,-11.712677
../Data/images\FS19\page_052.png,FS19,14.492503,-11.8229
../Data/images\FS19\page_053.png,FS19,6.1025596,-12.598692
../Data/images\FS19\page_054.png,FS19,12.969547,-12.034156
../Data/images\FS19\page_055.png,FS19,4.9061265,-13.413623
../Data/images\FS2\page_001.png,FS2,2.6920524,-15.831975
../Data/images\FS2\page_002.png,FS2,1.4976387,-16.182074
../Data/images\FS2\page_003.png,FS2,4.5634813,-11.924734
../Data/images\FS2\page_004.png,FS2,4.9177647,-12.416812
../Data/images\FS2\page_005.png,FS2,4.4567432,-12.102306
../Data/images\FS2\page_006.png,FS2,4.805004,-12.499998
../Data/images\FS2\page_007.png,FS2,12.204297,-13.320865
../Data/images\FS2\page_008.png,FS2,12.211711,-12.848191
../Data/images\FS2\page_009.png,FS2,4.0696077,-14.998989
../Data/images\FS2\page_010.png,FS2,13.32766,-13.596226
../Data/images\FS2\page_011.png,FS2,4.108175,-13.306462
../Data/images\FS2\page_012.png,FS2,4.968798,-9.528961
../Data/images\FS2\page_013.png,FS2,4.770313,-9.460452
../Data/images\FS2\page_014.png,FS2,4.9327626,-9.786641
../Data/images\FS2\page_015.png,FS2,4.8184023,-9.0768175
../Data/images\FS2\page_016.png,FS2,4.125689,-13.512804
../Data/images\FS2\page_017.png,FS2,4.6969,-10.081822
../Data/images\FS2\page_018.png,FS2,4.817789,-9.873144
../Data/images\FS2\page_019.png,FS2,6.003164,-9.686182
../Data/images\FS2\page_020.png,FS2,4.4314876,-10.343162
../Data/images\FS2\page_021.png,FS2,4.132716,-13.10733
../Data/images\FS2\page_022.png,FS2,4.8570023,-10.076001
../Data/images\FS2\page_023.png,FS2,5.043853,-9.64736
../Data/images\FS2\page_024.png,FS2,4.220284,-10.167425
../Data/images\FS2\page_025.png,FS2,9.256578,-12.539705
../Data/images\FS2\page_026.png,FS2,13.810048,-11.710669
../Data/images\FS2\page_027.png,FS2,12.98154,-13.371057
../Data/images\FS2\page_028.png,FS2,9.236357,-12.28929
../Data/images\FS2\page_029.png,FS2,10.763256,-12.506725
../Data/images\FS2\page_030.png,FS2,11.043842,-12.630523
../Data/images\FS2\page_031.png,FS2,6.854707,-10.230187
../Data/images\FS2\page_032.png,FS2,11.738295,-12.070212
../Data/images\FS2\page_033.png,FS2,9.825191,-12.935797
../Data/images\FS2\page_034.png,FS2,13.736597,-11.960294
../Data/images\FS2\page_035.png,FS2,12.090723,-12.216606
../Data/images\FS2\page_036.png,FS2,11.129683,-13.193062
../Data/images\FS2\page_037.png,FS2,11.671519,-12.613379
../Data/images\FS2\page_038.png,FS2,9.692735,-12.504336
../Data/images\FS2\page_039.png,FS2,4.967266,-10.872407
../Data/images\FS2\page_040.png,FS2,9.037277,-11.827157
../Data/images\FS2\page_041.png,FS2,10.988697,-11.176165
../Data/images\FS20\page_001.png,FS20,2.6957684,-15.821054
../Data/images\FS20\page_002.png,FS20,1.5590786,-16.154451
../Data/images\FS20\page_003.png,FS20,4.443489,-12.06416
../Data/images\FS20\page_004.png,FS20,4.451369,-12.14301
../Data/images\FS20\page_005.png,FS20,4.3756924,-12.148134
../Data/images\FS20\page_006.png,FS20,4.8567348,-12.904421
../Data/images\FS20\page_007.png,FS20,10.909578,-12.889428
../Data/images\FS20\page_008.png,FS20,10.577844,-12.855573
../Data/images\FS20\page_009.png,FS20,14.072198,-11.555732
../Data/images\FS20\page_010.png,FS20,12.658547,-13.228621
../Data/images\FS20\page_011.png,FS20,5.6779737,-10.1794615
../Data/images\FS20\page_012.png,FS20,6.452653,-9.24864
../Data/images\FS20\page_013.png,FS20,6.2587404,-9.9555855
../Data/images\FS20\page_014.png,FS20,5.655018,-9.26331
../Data/images\FS20\page_015.png,FS20,6.524212,-9.310486
../Data/images\FS20\page_016.png,FS20,6.4514112,-9.753771
../Data/images\FS20\page_017.png,FS20,6.3321633,-9.51036
../Data/images\FS20\page_018.png,FS20,5.835718,-9.218418
../Data/images\FS20\page_019.png,FS20,5.4438977,-9.878562
../Data/images\FS20\page_020.png,FS20,6.857749,-11.138548
../Data/images\FS20\page_021.png,FS20,7.3999543,-10.981793
../Data/images\FS20\page_022.png,FS20,8.745806,-11.853731
../Data/images\FS20\page_023.png,FS20,10.559036,-11.586996
../Data/images\FS20\page_024.png,FS20,6.933894,-9.56116
../Data/images\FS20\page_025.png,FS20,7.36574,-10.781167
../Data/images\FS20\page_026.png,FS20,7.452811,-10.96934
../Data/images\FS20\page_027.png,FS20,11.878707,-12.638643
../Data/images\FS20\page_028.png,FS20,9.689253,-12.219047
../Data/images\FS20\page_029.png,FS20,6.286188,-10.5972595
../Data/images\FS20\page_030.png,FS20,8.929006,-11.944357
../Data/images\FS20\page_031.png,FS20,13.315473,-11.910991
../Data/images\FS20\page_032.png,FS20,4.838485,-10.273846
../Data/images\FS20\page_033.png,FS20,2.8486652,-10.038431
../Data/images\FS20\page_034.png,FS20,9.663495,-11.533614
../Data/images\FS20\page_035.png,FS20,6.4444275,-11.040051
../Data/images\FS20\page_036.png,FS20,10.734224,-10.941072
../Data/images\FS20\page_037.png,FS20,11.4097,-12.383716
../Data/images\FS20\page_038.png,FS20,12.893852,-11.17048
../Data/images\FS20\page_039.png,FS20,13.832411,-11.475935
../Data/images\FS20\page_040.png,FS20,6.2436695,-8.958222
../Data/images\FS21\page_001.png,FS21,2.7107615,-15.799955
../Data/images\FS21\page_002.png,FS21,1.5164762,-16.154081
../Data/images\FS21\page_003.png,FS21,4.8467984,-11.138608
../Data/images\FS21\page_004.png,FS21,3.9396017,-12.215976
../Data/images\FS21\page_005.png,FS21,3.6581788,-12.072791
../Data/images\FS21\page_006.png,FS21,3.595385,-11.908295
../Data/images\FS21\page_007.png,FS21,4.7478886,-13.098386
../Data/images\FS21\page_008.png,FS21,14.169599,-13.914248
../Data/images\FS21\page_009.png,FS21,14.077153,-13.957871
../Data/images\FS21\page_010.png,FS21,14.132562,-13.763269
../Data/images\FS21\page_011.png,FS21,14.192145,-13.90185
../Data/images\FS21\page_012.png,FS21,3.39379,-10.042534
../Data/images\FS21\page_013.png,FS21,5.218609,-10.5248375
../Data/images\FS21\page_014.png,FS21,5.12685,-10.72473
../Data/images\FS21\page_015.png,FS21,6.370182,-12.064793
../Data/images\FS21\page_016.png,FS21,4.67949,-8.949911
../Data/images\FS21\page_017.png,FS21,5.402296,-10.89206
../Data/images\FS21\page_018.png,FS21,5.272523,-10.748711
../Data/images\FS21\page_019.png,FS21,5.3355937,-9.389737
../Data/images\FS21\page_020.png,FS21,5.543396,-8.925362
../Data/images\FS21\page_021.png,FS21,5.0197983,-8.82831
../Data/images\FS21\page_022.png,FS21,5.122539,-10.677284
../Data/images\FS21\page_023.png,FS21,4.9981737,-8.872274
../Data/images\FS21\page_024.png,FS21,5.533536,-9.335866
../Data/images\FS21\page_025.png,FS21,3.4741693,-14.344249
../Data/images\FS21\page_026.png,FS21,14.237525,-11.583897
../Data/images\FS21\page_027.png,FS21,10.317079,-13.436197
../Data/images\FS21\page_028.png,FS21,11.484383,-13.366179
../Data/images\FS21\page_029.png,FS21,11.368849,-13.54632
../Data/images\FS21\page_030.png,FS21,5.9434657,-12.111544
../Data/images\FS21\page_031.png,FS21,11.371551,-12.8574
../Data/images\FS21\page_032.png,FS21,9.572903,-12.08801
../Data/images\FS21\page_033.png,FS21,3.1780539,-14.714485
../Data/images\FS21\page_034.png,FS21,12.714893,-11.548728
../Data/images\FS21\page_035.png,FS21,11.122113,-13.57084
../Data/images\FS21\page_036.png,FS21,12.11521,-12.897666
../Data/images\FS21\page_037.png,FS21,10.866586,-12.813975
../Data/images\FS21\page_038.png,FS21,11.244795,-11.2781725
../Data/images\FS21\page_039.png,FS21,13.455298,-11.723914
../Data/images\FS21\page_040.png,FS21,5.2060966,-10.835175
../Data/images\FS21\page_041.png,FS21,13.798811,-11.507626
../Data/images\FS21\page_042.png,FS21,5.1629496,-9.138686
../Data/images\FS21\page_043.png,FS21,11.856557,-11.469493
../Data/images\FS21\page_044.png,FS21,3.072333,-14.875758
../Data/images\FS22\page_001.png,FS22,2.73319,-15.751802
../Data/images\FS22\page_002.png,FS22,5.942321,-10.875392
../Data/images\FS22\page_003.png,FS22,5.290907,-12.893002
../Data/images\FS22\page_004.png,FS22,5.1026664,-13.138214
../Data/images\FS22\page_005.png,FS22,5.098086,-10.873616
../Data/images\FS22\page_006.png,FS22,4.9718394,-12.604486
../Data/images\FS22\page_007.png,FS22,10.508791,-13.38798
../Data/images\FS22\page_008.png,FS22,12.673941,-13.479018
../Data/images\FS22\page_009.png,FS22,14.319823,-11.576982
../Data/images\FS22\page_010.png,FS22,12.500113,-13.3227825
../Data/images\FS22\page_011.png,FS22,4.7436447,-9.078484
../Data/images\FS22\page_012.png,FS22,13.307971,-12.620977
../Data/images\FS22\page_013.png,FS22,4.3245564,-9.884663
../Data/images\FS22\page_014.png,FS22,3.052297,-9.968184
../Data/images\FS22\page_015.png,FS22,4.274357,-10.21125
../Data/images\FS22\page_016.png,FS22,4.1735907,-9.16507
../Data/images\FS22\page_017.png,FS22,4.3488197,-10.204562
../Data/images\FS22\page_018.png,FS22,5.8593817,-9.834346
../Data/images\FS22\page_019.png,FS22,4.2506857,-9.069396
../Data/images\FS22\page_020.png,FS22,5.0885663,-10.759295
../Data/images\FS22\page_021.png,FS22,5.325831,-11.0482435
../Data/images\FS22\page_022.png,FS22,4.4648466,-10.603109
../Data/images\FS22\page_023.png,FS22,4.6674075,-10.591082
../Data/images\FS22\page_024.png,FS22,6.121743,-9.535633
../Data/images\FS22\page_025.png,FS22,4.169071,-9.137255
../Data/images\FS22\page_026.png,FS22,4.1704326,-10.886758
../Data/images\FS22\page_027.png,FS22,4.196349,-10.550279
../Data/images\FS22\page_028.png,FS22,5.1986036,-10.016266
../Data/images\FS22\page_029.png,FS22,4.4766703,-10.018916
../Data/images\FS22\page_030.png,FS22,3.9150207,-9.940488
../Data/images\FS22\page_031.png,FS22,13.653946,-12.352524
../Data/images\FS22\page_032.png,FS22,9.254761,-12.451636
../Data/images\FS22\page_033.png,FS22,9.79449,-12.748944
../Data/images\FS22\page_034.png,FS22,10.22628,-13.473654
../Data/images\FS22\page_035.png,FS22,3.937763,-14.966203
../Data/images\FS22\page_036.png,FS22,9.5034685,-12.195445
../Data/images\FS22\page_037.png,FS22,10.277019,-12.035808
../Data/images\FS22\page_038.png,FS22,3.4564354,-14.872526
../Data/images\FS22\page_039.png,FS22,14.0861025,-11.60916
../Data/images\FS22\page_040.png,FS22,8.74159,-12.220552
../Data/images\FS22\page_041.png,FS22,13.266075,-11.370153
../Data/images\FS22\page_042.png,FS22,9.9099655,-11.774204
../Data/images\FS22\page_043.png,FS22,9.656048,-12.122789
../Data/images\FS22\page_044.png,FS22,13.0587,-13.886595
../Data/images\FS22\page_045.png,FS22,3.1842215,-9.942741
../Data/images\FS22\page_046.png,FS22,3.9904945,-10.332116
../Data/images\FS22\page_047.png,FS22,11.444793,-12.539261
../Data/images\FS22\page_048.png,FS22,10.084062,-13.237909
../Data/images\FS22\page_049.png,FS22,6.581451,-11.142778
../Data/images\FS22\page_050.png,FS22,6.2957373,-10.256745
../Data/images\FS22\page_051.png,FS22,6.6944675,-10.321751
../Data/images\FS22\page_052.png,FS22,4.1229315,-9.985233
../Data/images\FS22\page_053.png,FS22,8.069851,-11.761635
../Data/images\FS22\page_054.png,FS22,8.519761,-11.702052
../Data/images\FS22\page_055.png,FS22,3.770657,-9.668435
../Data/images\FS22\page_056.png,FS22,6.215633,-9.942744
../Data/images\FS22\page_057.png,FS22,11.661301,-11.4176235
../Data/images\FS22\page_058.png,FS22,11.977503,-13.426767
../Data/images\FS22\page_059.png,FS22,11.584509,-13.36476
../Data/images\FS22\page_060.png,FS22,3.1998487,-14.957179
../Data/images\FS3\page_001.png,FS3,2.7676811,-15.648721
../Data/images\FS3\page_002.png,FS3,1.7287654,-15.960545
../Data/images\FS3\page_003.png,FS3,5.7360954,-11.614157
../Data/images\FS3\page_004.png,FS3,2.9014957,-10.844963
../Data/images\FS3\page_005.png,FS3,4.488982,-12.846215
../Data/images\FS3\page_006.png,FS3,13.585907,-14.168963
../Data/images\FS3\page_007.png,FS3,13.772055,-14.089912
../Data/images\FS3\page_008.png,FS3,13.79431,-13.550947
../Data/images\FS3\page_009.png,FS3,13.662505,-14.132668
../Data/images\FS3\page_010.png,FS3,2.9513423,-15.31492
../Data/images\FS3\page_011.png,FS3,12.572038,-14.516975
../Data/images\FS3\page_012.png,FS3,12.608271,-14.536435
../Data/images\FS3\page_013.png,FS3,3.0513072,-11.012371
../Data/images\FS3\page_014.png,FS3,3.2768953,-11.419776
../Data/images\FS3\page_015.png,FS3,3.5072925,-11.867904
../Data/images\FS3\page_016.png,FS3,3.3489172,-11.470647
../Data/images\FS3\page_017.png,FS3,3.4744902,-11.741619
../Data/images\FS3\page_018.png,FS3,3.4462185,-11.471398
../Data/images\FS3\page_019.png,FS3,3.4370387,-14.320301
../Data/images\FS3\page_020.png,FS3,14.913783,-13.234734
../Data/images\FS3\page_021.png,FS3,15.077146,-13.160552
../Data/images\FS3\page_022.png,FS3,13.740046,-14.157769
../Data/images\FS3\page_023.png,FS3,13.307288,-14.3067665
../Data/images\FS3\page_024.png,FS3,12.599708,-14.429561
../Data/images\FS3\page_025.png,FS3,12.790761,-14.365701
../Data/images\FS3\page_026.png,FS3,13.854553,-14.146998
../Data/images\FS3\page_027.png,FS3,13.3057995,-14.3776455
../Data/images\FS3\page_028.png,FS3,13.723587,-14.205707
../Data/images\FS3\page_029.png,FS3,14.006109,-13.768116
../Data/images\FS3\page_030.png,FS3,14.016801,-14.077754
../Data/images\FS3\page_031.png,FS3,13.830628,-14.058157
../Data/images\FS3\page_032.png,FS3,12.574804,-14.537947
../Data/images\FS3\page_033.png,FS3,3.177589,-14.562547
../Data/images\FS4\page_001.png,FS4,2.7410698,-15.729209
../Data/images\FS4\page_002.png,FS4,1.6152476,-16.082657
../Data/images\FS4\page_003.png,FS4,5.8565974,-11.682449
../Data/images\FS4\page_004.png,FS4,3.8495955,-12.050869
../Data/images\FS4\page_005.png,FS4,2.7158139,-10.463667
../Data/images\FS4\page_006.png,FS4,13.32092,-14.08688
../Data/images\FS4\page_007.png,FS4,13.734114,-13.586049
../Data/images\FS4\page_008.png,FS4,13.872216,-12.73465
../Data/images\FS4\page_009.png,FS4,13.393826,-14.064199
../Data/images\FS4\page_010.png,FS4,3.7401898,-12.112908
../Data/images\FS4\page_011.png,FS4,3.4594846,-11.811518
../Data/images\FS4\page_012.png,FS4,3.5414505,-11.634235
../Data/images\FS4\page_013.png,FS4,3.1573706,-11.1992655
../Data/images\FS4\page_014.png,FS4,3.0004961,-11.118457
../Data/images\FS4\page_015.png,FS4,3.6145475,-10.916603
../Data/images\FS4\page_016.png,FS4,3.1950395,-11.361702
../Data/images\FS4\page_017.png,FS4,3.1296277,-11.296965
../Data/images\FS4\page_018.png,FS4,3.0554829,-11.301741
../Data/images\FS4\page_019.png,FS4,14.020788,-12.458811
../Data/images\FS4\page_020.png,FS4,13.364003,-14.152433
../Data/images\FS4\page_021.png,FS4,11.241503,-12.163
../Data/images\FS4\page_022.png,FS4,12.472331,-14.578188
../Data/images\FS4\page_023.png,FS4,12.44703,-14.519684
../Data/images\FS4\page_024.png,FS4,13.086962,-14.135019
../Data/images\FS4\page_025.png,FS4,12.392938,-13.214455
../Data/images\FS4\page_026.png,FS4,3.4958742,-10.796468
../Data/images\FS4\page_027.png,FS4,3.036047,-11.199055
../Data/images\FS4\page_028.png,FS4,3.2523851,-14.645412
../Data/images\FS5\page_001.png,FS5,2.6276302,-15.881488
../Data/images\FS5\page_002.png,FS5,1.5069878,-16.170862
../Data/images\FS5\page_003.png,FS5,6.1043158,-10.899231
../Data/images\FS5\page_004.png,FS5,5.771483,-12.306468
../Data/images\FS5\page_005.png,FS5,6.3055606,-10.923169
../Data/images\FS5\page_006.png,FS5,4.654074,-13.17927
../Data/images\FS5\page_007.png,FS5,13.108428,-13.292491
../Data/images\FS5\page_008.png,FS5,13.5686245,-12.860001
../Data/images\FS5\page_009.png,FS5,12.929723,-11.851777
../Data/images\FS5\page_010.png,FS5,13.4937,-13.10896
../Data/images\FS5\page_011.png,FS5,8.67359,-12.118549
../Data/images\FS5\page_012.png,FS5,6.8911977,-10.703913
../Data/images\FS5\page_013.png,FS5,4.6447487,-13.6265745
../Data/images\FS5\page_014.png,FS5,4.5286984,-11.360616
../Data/images\FS5\page_015.png,FS5,4.360949,-10.999002
../Data/images\FS5\page_016.png,FS5,4.831657,-11.080145
../Data/images\FS5\page_017.png,FS5,4.4875927,-10.981726
../Data/images\FS5\page_018.png,FS5,4.748712,-11.6013365
../Data/images\FS5\page_019.png,FS5,4.6128335,-11.082558
../Data/images\FS5\page_020.png,FS5,4.546625,-11.073948
../Data/images\FS5\page_021.png,FS5,4.131731,-10.3498125
../Data/images\FS5\page_022.png,FS5,4.589808,-11.193093
../Data/images\FS5\page_023.png,FS5,14.458197,-11.778189
../Data/images\FS5\page_024.png,FS5,14.481687,-11.678077
../Data/images\FS5\page_025.png,FS5,11.571683,-13.386519
../Data/images\FS5\page_026.png,FS5,10.716513,-11.199517
../Data/images\FS5\page_027.png,FS5,11.718171,-12.4137945
../Data/images\FS5\page_028.png,FS5,11.63855,-12.381417
../Data/images\FS5\page_029.png,FS5,4.582399,-11.274499
../Data/images\FS5\page_030.png,FS5,12.790485,-12.227254
../Data/images\FS5\page_031.png,FS5,13.349768,-12.07682
../Data/images\FS5\page_032.png,FS5,11.127885,-12.383982
../Data/images\FS5\page_033.png,FS5,10.935566,-12.967721
../Data/images\FS5\page_034.png,FS5,11.164547,-13.199147
../Data/images\FS5\page_035.png,FS5,10.562479,-11.040812
../Data/images\FS5\page_036.png,FS5,14.351288,-11.795614
../Data/images\FS5\page_037.png,FS5,4.172884,-13.406001
../Data/images\FS5\page_038.png,FS5,5.1584234,-10.405142
../Data/images\FS5\page_039.png,FS5,13.059052,-11.985968
../Data/images\FS6\page_001.png,FS6,2.799451,-15.670239
../Data/images\FS6\page_002.png,FS6,1.8619916,-15.986744
../Data/images\FS6\page_003.png,FS6,4.506019,-9.84712
../Data/images\FS6\page_004.png,FS6,5.3878026,-12.188384
../Data/images\FS6\page_005.png,FS6,4.3035784,-11.110282
../Data/images\FS6\page_006.png,FS6,3.6053953,-11.919998
../Data/images\FS6\page_007.png,FS6,3.3905997,-15.083065
../Data/images\FS6\page_008.png,FS6,14.121034,-13.236497
../Data/images\FS6\page_009.png,FS6,13.100662,-13.851241
../Data/images\FS6\page_010.png,FS6,15.1562195,-13.057953
../Data/images\FS6\page_011.png,FS6,13.292692,-13.656856
../Data/images\FS6\page_012.png,FS6,13.576384,-13.528383
../Data/images\FS6\page_013.png,FS6,4.3064213,-10.292109
../Data/images\FS6\page_014.png,FS6,4.1298065,-9.861687
../Data/images\FS6\page_015.png,FS6,4.17751,-10.546566
../Data/images\FS6\page_016.png,FS6,4.034772,-10.663905
../Data/images\FS6\page_017.png,FS6,4.8468776,-12.7941265
../Data/images\FS6\page_018.png,FS6,4.4036183,-11.770515
../Data/images\FS6\page_019.png,FS6,3.9828696,-9.709844
../Data/images\FS6\page_020.png,FS6,4.1233635,-11.246513
../Data/images\FS6\page_021.png,FS6,4.9968457,-11.463716
../Data/images\FS6\page_022.png,FS6,4.4500217,-9.613888
../Data/images\FS6\page_023.png,FS6,4.9127274,-9.682494
../Data/images\FS6\page_024.png,FS6,4.709728,-9.502846
../Data/images\FS6\page_025.png,FS6,3.370546,-10.485643
../Data/images\FS6\page_026.png,FS6,3.4721625,-9.957307
../Data/images\FS6\page_027.png,FS6,5.1799817,-10.11366
../Data/images\FS6\page_028.png,FS6,4.4127545,-9.700055
../Data/images\FS6\page_029.png,FS6,4.314251,-9.616571
../Data/images\FS6\page_030.png,FS6,4.9059772,-9.033513
../Data/images\FS6\page_031.png,FS6,15.181515,-12.988303
../Data/images\FS6\page_032.png,FS6,15.221834,-13.042227
../Data/images\FS6\page_033.png,FS6,12.810293,-13.111397
../Data/images\FS6\page_034.png,FS6,12.785897,-12.809327
../Data/images\FS6\page_035.png,FS6,10.167327,-13.346304
../Data/images\FS6\page_036.png,FS6,12.6211195,-12.713673
../Data/images\FS6\page_037.png,FS6,10.123016,-13.326243
../Data/images\FS6\page_038.png,FS6,12.967916,-12.511103
../Data/images\FS6\page_039.png,FS6,12.38814,-12.866471
../Data/images\FS6\page_040.png,FS6,13.767668,-12.135262
../Data/images\FS6\page_041.png,FS6,11.714877,-12.990908
../Data/images\FS6\page_042.png,FS6,12.091774,-13.162582
../Data/images\FS6\page_043.png,FS6,12.550177,-12.81878
../Data/images\FS6\page_044.png,FS6,5.961672,-11.665512
../Data/images\FS6\page_045.png,FS6,11.325862,-13.577475
../Data/images\FS6\page_046.png,FS6,10.116566,-13.334084
../Data/images\FS6\page_047.png,FS6,12.097376,-13.0795145
../Data/images\FS6\page_048.png,FS6,3.9416077,-11.346073
../Data/images\FS6\page_049.png,FS6,11.785894,-13.434382
../Data/images\FS6\page_050.png,FS6,9.8955555,-12.502453
../Data/images\FS6\page_051.png,FS6,4.8064647,-9.258611
../Data/images\FS6\page_052.png,FS6,12.704977,-11.436648
../Data/images\FS7\page_001.png,FS7,2.756862,-15.783833
../Data/images\FS7\page_002.png,FS7,1.5175507,-16.1121
../Data/images\FS7\page_003.png,FS7,4.540123,-12.195688
../Data/images\FS7\page_004.png,FS7,2.7622144,-10.278032
../Data/images\FS7\page_005.png,FS7,14.170115,-13.842222
../Data/images\FS7\page_006.png,FS7,14.163978,-13.926402
../Data/images\FS7\page_007.png,FS7,14.192867,-13.8205805
../Data/images\FS7\page_008.png,FS7,14.2316065,-13.805155
../Data/images\FS7\page_009.png,FS7,10.977554,-11.468814
../Data/images\FS7\page_010.png,FS7,11.524844,-11.568976
../Data/images\FS7\page_011.png,FS7,3.8151703,-9.512092
../Data/images\FS7\page_012.png,FS7,5.6433845,-11.197331
../Data/images\FS7\page_013.png,FS7,4.393209,-9.545338
../Data/images\FS7\page_014.png,FS7,5.3427963,-9.5271845
../Data/images\FS7\page_015.png,FS7,4.11784,-9.511701
../Data/images\FS7\page_016.png,FS7,5.465071,-9.192453
../Data/images\FS7\page_017.png,FS7,4.95174,-9.024335
../Data/images\FS7\page_018.png,FS7,14.475802,-11.91433
../Data/images\FS7\page_019.png,FS7,14.55304,-11.900336
../Data/images\FS7\page_020.png,FS7,14.241398,-12.167863
../Data/images\FS7\page_021.png,FS7,13.375575,-11.934693
../Data/images\FS7\page_022.png,FS7,13.207438,-11.325342
../Data/images\FS7\page_023.png,FS7,12.441252,-11.783842
../Data/images\FS7\page_024.png,FS7,11.865265,-12.602395
../Data/images\FS7\page_025.png,FS7,12.822872,-11.8314905
../Data/images\FS7\page_026.png,FS7,12.153206,-12.868975
../Data/images\FS7\page_027.png,FS7,11.802679,-12.813276
../Data/images\FS7\page_028.png,FS7,12.905164,-11.244561
../Data/images\FS7\page_029.png,FS7,5.697499,-9.355665
../Data/images\FS7\page_030.png,FS7,4.055097,-13.685835
../Data/images\FS8\page_001.png,FS8,2.7433531,-15.771551
../Data/images\FS8\page_002.png,FS8,4.5301642,-12.071901
../Data/images\FS8\page_003.png,FS8,4.447943,-12.073661
../Data/images\FS8\page_004.png,FS8,4.4513464,-12.072373
../Data/images\FS8\page_005.png,FS8,4.791027,-13.123407
../Data/images\FS8\page_006.png,FS8,12.181645,-13.029925
../Data/images\FS8\page_007.png,FS8,12.677595,-12.591956
../Data/images\FS8\page_008.png,FS8,11.4340105,-11.2861805
../Data/images\FS8\page_009.png,FS8,11.947345,-13.310578
../Data/images\FS8\page_010.png,FS8,5.745979,-10.550528
../Data/images\FS8\page_011.png,FS8,4.8383827,-9.101578
../Data/images\FS8\page_012.png,FS8,5.8581996,-9.619359
../Data/images\FS8\page_013.png,FS8,5.3915124,-11.021752
../Data/images\FS8\page_014.png,FS8,5.304582,-10.31417
../Data/images\FS8\page_015.png,FS8,6.2063103,-9.3812895
../Data/images\FS8\page_016.png,FS8,5.5486975,-10.9191
../Data/images\FS8\page_017.png,FS8,5.9913034,-9.634257
../Data/images\FS8\page_018.png,FS8,5.652432,-11.700072
../Data/images\FS8\page_019.png,FS8,6.079048,-9.388871
../Data/images\FS8\page_020.png,FS8,5.352772,-10.377211
../Data/images\FS8\page_021.png,FS8,5.5794554,-10.916038
../Data/images\FS8\page_022.png,FS8,5.7414346,-9.409086
../Data/images\FS8\page_023.png,FS8,5.102425,-10.660599
../Data/images\FS8\page_024.png,FS8,5.230851,-11.448815
../Data/images\FS8\page_025.png,FS8,3.2974164,-14.660474
../Data/images\FS8\page_026.png,FS8,14.42307,-11.696792
../Data/images\FS8\page_027.png,FS8,14.527955,-11.71747
../Data/images\FS8\page_028.png,FS8,11.590599,-12.825684
../Data/images\FS8\page_029.png,FS8,11.064529,-11.5934725
../Data/images\FS8\page_030.png,FS8,12.775285,-12.652834
../Data/images\FS8\page_031.png,FS8,11.0952835,-11.283992
../Data/images\FS8\page_032.png,FS8,10.868417,-11.090743
../Data/images\FS8\page_033.png,FS8,9.693316,-12.239955
../Data/images\FS8\page_034.png,FS8,11.10652,-11.247478
../Data/images\FS8\page_035.png,FS8,11.978841,-11.844253
../Data/images\FS8\page_036.png,FS8,11.578561,-13.1619625
../Data/images\FS8\page_037.png,FS8,10.9509535,-11.20217
../Data/images\FS8\page_038.png,FS8,11.423485,-12.809422
../Data/images\FS8\page_039.png,FS8,5.935262,-9.096201
../Data/images\FS8\page_040.png,FS8,5.5665693,-11.0718565
../Data/images\FS8\page_041.png,FS8,6.403663,-11.548365
../Data/images\FS8\page_042.png,FS8,10.813068,-11.14187
../Data/images\FS8\page_043.png,FS8,9.56473,-12.439715
../Data/images\FS8\page_044.png,FS8,6.1393547,-9.992186
../Data/images\FS8\page_045.png,FS8,3.1282823,-14.751635
../Data/images\FS9\page_001.png,FS9,2.6594162,-15.795048
../Data/images\FS9\page_002.png,FS9,1.5852046,-16.11205
../Data/images\FS9\page_003.png,FS9,5.917961,-11.153947
../Data/images\FS9\page_004.png,FS9,4.2286263,-12.895992
../Data/images\FS9\page_005.png,FS9,2.6957867,-10.221304
../Data/images\FS9\page_006.png,FS9,11.799409,-12.970521
../Data/images\FS9\page_007.png,FS9,12.208042,-13.089951
../Data/images\FS9\page_008.png,FS9,13.870363,-11.880324
../Data/images\FS9\page_009.png,FS9,12.181408,-13.404121
../Data/images\FS9\page_010.png,FS9,3.0118105,-9.901414
../Data/images\FS9\page_011.png,FS9,3.1345038,-9.826716
../Data/images\FS9\page_012.png,FS9,14.134921,-12.119527
../Data/images\FS9\page_013.png,FS9,13.251834,-12.648953
../Data/images\FS9\page_014.png,FS9,11.81867,-12.140247
../Data/images\FS9\page_015.png,FS9,10.792284,-11.827408
../Data/images\FS9\page_016.png,FS9,8.355277,-12.082535
../Data/images\FS9\page_017.png,FS9,11.726674,-12.509209
../Data/images\FS9\page_018.png,FS9,9.967613,-11.674874
../Data/images\FS9\page_019.png,FS9,12.612769,-12.966076
../Data/images\FS9\page_020.png,FS9,11.512128,-12.471547
../Data/images\FS9\page_021.png,FS9,13.529025,-11.781016
